,created_at,tweet,score,label
437,Mon Jan 16 23:19:29 +0000 2023,"Pandemi Covid-19 semakin mempertebal utang pemerintah. Kondisi ini akan membayangi wajah ekonomi di tahun 2023, apalagi di tengah potensi terjadinya resesi.\n\nhttps://t.co/16OymrcVzx\n\n #kajiandata #AdadiKompas",-1,NEGATIVE
438,Tue Jan 17 02:49:39 +0000 2023,"@jokowi Sri Mulyanu juga menyampaikan prediksi dari IMF mengenai pertumbuhan ekonomi dunia yang menurun di 2023 yakni hanya 2,7 persen. Prediksi ini menjadi kewaspadaan keadaan dunia yang kurang menggembirakan dengan adanya kemungkinan inflasi dan resesi, \n\n@jokowi",-1,NEGATIVE
439,Tue Jan 17 05:00:01 +0000 2023,"Dunia masih semaput. Perekonomiannya diduga akan memburuk di tahun 2023 ini. Dana Moneter Internasional (IMF) bahkan menduga, sepertiga negara di dunia akan tergerus resesi. Pertumbuhan ekonomi global paling cuma akan tumbuh merayap 2,7% (year on year) belaka.\n#BersatuEkonomiKuat https://t.co/5p4iEn0mWo",-1,NEGATIVE
440,Tue Jan 17 02:43:27 +0000 2023,"Presiden @jokowi menginstruksikan jajarannya untuk tetap optimistis dalam mengarungi perekonomian tahun 2023. Namun, optimisme tersebut harus disertai dengan kewaspadaan karena situasi ekonomi global akan menjadi tantangan dengan banyaknya negara yang diprediksi mengalami resesi. https://t.co/XZti1UXr4N",1,POSITIVE
441,Tue Jan 17 04:13:48 +0000 2023,"Menteri Keuangan \nSri Mulyani Indrawati.\n\nIndonesia akan menapaki 2023 dengan optimistis, tetapi waspada. \nHal ini mengingat proyeksi perlambatan ekonomi global bahkan resesi yang melanda 43 persen negara di dunia. https://t.co/VoDkHE5ECZ",1,POSITIVE
443,Tue Jan 17 00:59:37 +0000 2023,"Presiden Joko Widodo menginstruksikan jajarannya utk tetap optimistis dalam mengarungi perekonomian tahun 2023. Namun, optimisme tsb harus disertai dengan kewaspadaan krn situasi ekonomi global pd thn ini pun akn mjd tantangan dgn banyaknya negara yg diprediksi mengalami resesi. https://t.co/AC90QcHY7E",1,POSITIVE
444,Tue Jan 17 03:30:03 +0000 2023,Pertemuan Forum Ekonomi Dunia di Davos sejak Senin (16/1/2023) didominasi oleh berita utama terkait kekhawatiran akan terjadinya resesi. Hal ini menguras optimisme pasar pekan lalu terhadap prospek pemulihan permintaan bahan bakar dari importir minyak… https://t.co/8WWKLtgJy7,-1,NEGATIVE
445,Tue Jan 17 04:52:32 +0000 2023,"Airlangga Tetap Pede Ekonomi RI 2023 Tumbuh 4,7-5,3 Persen Meski Sepertiga Ekonomi Global Resesi https://t.co/jVTuXYmeSL",1,POSITIVE
446,Tue Jan 17 00:05:50 +0000 2023,Presiden @jokowi menginstruksikan jajarannya untuk tetap optimistis dalam mengarungi perekonomian tahun 2023. Optimisme harus disertai dengan kewaspadaan karena situasi ekonomi global akan menjadi tantangan dengan banyaknya negara yang diprediksi mengalami resesi. https://t.co/RZZe0QBkmf,1,POSITIVE
447,Mon Jan 16 15:59:58 +0000 2023,Presiden @jokowi  menginstruksikan jajarannya untuk tetap optimistis dalam mengarungi perekonomian tahun 2023. Optimisme tersebut harus disertai dengan kewaspadaan karena situasi ekonomi global akan menjadi tantangan dengan banyaknya negara yang diprediksi mengalami resesi. https://t.co/Qz7ZN9qpZK,1,POSITIVE
448,Mon Jan 16 09:00:03 +0000 2023,"Meskipun IMF memperkirakan sepertiga dunia pada 2023 ekonominya akan mengalami resesi, nilai PDB ditargetkan harus mampu menyentuh angka Rp 21.000 triliun.\n\nSimak artikel ini untuk lebih lanjut!\n\nhttps://t.co/2c2FSv7CCt\n\n#Resesi #Ekonomi #Indonesia #PDB",1,POSITIVE
449,Mon Jan 16 12:30:56 +0000 2023,"#RT @jokowi: Kita tetap optimistis dalam mengarungi perekonomian tahun 2023. Namun, optimisme tersebut harus disertai dengan kewaspadaan di tengah situasi sulit ekonomi global tahun ini dan banyaknya negara yang diprediksi mengalami resesi. https://t.co/DXj01n4E4A",1,POSITIVE
450,Mon Jan 16 19:37:50 +0000 2023,"Presiden @jokowi instruksikan jajarannya untuk tetap optimistis dalam mengarungi perekonomian tahun 2023. Namun, optimisme tersebut harus disertai dg kewaspadaan sebab situasi ekonomi global juga akan menjadi tantangan dengan banyaknya negara yang diprediksi mengalami resesi. https://t.co/svN3ei1pvH",1,POSITIVE
452,Mon Jan 16 12:46:31 +0000 2023,"RT jokowi Kita tetap optimistis dalam mengarungi perekonomian tahun 2023. Namun, optimisme tersebut harus disertai dengan kewaspadaan di tengah situasi sulit ekonomi global tahun ini dan banyaknya negara yang diprediksi mengalami resesi. https://t.co/7Ys99z7O9O""""",1,POSITIVE
453,Mon Jan 16 15:47:05 +0000 2023,"Presiden Jokowi instruksikan jajarannya untuk tetap optimistis dalam mengarungi perekonomian tahun 2023. Namun, optimisme tsb harus disertai kewaspadaan karena situasi ekonomi global pada tahun ini pun akan menjadi tantangan dgn banyaknya negara yg diprediksi mengalami resesi. https://t.co/PoA3wmdvnB",1,POSITIVE
454,Mon Jan 16 12:25:49 +0000 2023,"@PresidenJokowi menginstruksikan jajarannya utk tetap optimistis dlm mengarungi perekonomian tahun 2023. Namun, optimisme tsb hrs disertai dgn kewaspadaan krn situasi ekonomi global pada tahun ini pun akan menjadi tantangan dgn banyaknya negara yg diprediksi mengalami resesi https://t.co/pZSyhEhQrY",1,POSITIVE
455,Mon Jan 16 10:51:43 +0000 2023,Sri Mulyani: 43% Negara di Dunia Akan Mengalami Resesi Tahun 2023. Bagaimana Ekonomi Indonesia?\nhttps://t.co/mzDFz35Tjl\n#srimulyani,-1,NEGATIVE
456,Mon Jan 16 10:32:46 +0000 2023,"Kontroversi : Resesi ekonomi global 2023 cukup mengembirakan dgn melihat beberapa indikator,Produk Domestik Bruto (PDB),bahwa  pertumbuhan ekonomi akan stabil kemungkinan besar expansi bukan resesi.🇮🇩☝️",1,POSITIVE
457,Mon Jan 16 07:14:13 +0000 2023,1. Berbagai peristiwa ekonomi makro di 2022 &amp; ancaman resesi global diprediksi akan tetap ada di tahun 2023.\n\n2. Upaya dekarbonisasi melahirkan teknologi yang mendorong permintaan konsumsi. https://t.co/hYHQlfaCZF,-1,NEGATIVE
458,Mon Jan 16 15:52:11 +0000 2023,"Presiden Joko Widodo menginstruksikan jajarannya untuk tetap optimistis dalam mengarungi perekonomian tahun 2023. Namun, optimisme tersebut harus disertai kewaspadaan, karena situasi ekonomi global menjadi tantangan dengan banyaknya negara yang diprediksi mengalami resesi. https://t.co/yHTw1Q0zcz",1,POSITIVE
459,Mon Jan 16 12:41:39 +0000 2023,"#Repost\n\nKita merasa hidup normal-normal saja, padahal keadaan semua negara, termasuk Indonesia, berada pada kegentingan global. Di tahun 2023 sepertiga ekonomi dunia diprediksi mengalami resesi. https://t.co/SiMDKEYJCl",-1,NEGATIVE
461,Mon Jan 16 15:39:22 +0000 2023,"Presiden Jokowi menginstruksikan jajarannya untuk optimistis dlm mengarungi perekonomian tahun 2023.Namun, optimisme tersebut harus disertai dgn kewaspadaan karena situasi ekonomi global pd tahun ini pun akan menjadi tantangan thn banyaknya negara yg diprediksi mengalami resesi. https://t.co/1scxjbrf49",1,POSITIVE
462,Mon Jan 16 15:49:56 +0000 2023,"Presiden Jokowi menginstruksikan jajarannya untuk tetap optimistis dalam mengarungi perekonomian tahun 2023. Namun, optimisme tersebut harus disertai kewaspadaan, karena situasi ekonomi global akan menjadi tantangan dengan banyaknya negara yang diprediksi mengalami resesi. https://t.co/D41ji25Ed3",1,POSITIVE
464,Mon Jan 16 11:25:33 +0000 2023,"Presiden @Jokowi: tetap optimistis arungi perekonomian tahun 2023. Namun, optimisme tersebut harus disertai dengan kewaspadaan karena situasi ekonomi global pada tahun ini pun akan menjadi tantangan dengan banyaknya negara yang diprediksi mengalami resesi. https://t.co/VV3hhFIYm4",1,POSITIVE
465,Mon Jan 16 13:14:37 +0000 2023,"jokowi: Kita tetap optimistis dalam mengarungi perekonomian tahun 2023. Namun, optimisme tersebut harus disertai dengan kewaspadaan di tengah situasi sulit ekonomi global tahun ini dan banyaknya negara yang diprediksi mengalami resesi. https://t.co/B2tV9nil0A",1,POSITIVE
466,Mon Jan 16 12:25:14 +0000 2023,"Kita tetap optimistis dalam mengarungi perekonomian tahun 2023. Namun, optimisme tersebut harus disertai dengan kewaspadaan di tengah situasi sulit ekonomi global tahun ini dan banyaknya negara yang diprediksi mengalami resesi. https://t.co/fXHcq7ktMX",1,POSITIVE
467,Fri Jan 13 06:37:24 +0000 2023,"Hadapi Resesi Ekonomi 2023, Ridwan Kamil Ajak Warga Belanja Produk Lokal dan Kunjungi Wisata Lokal\n\nhttps://t.co/hi7WThPLoh \n#BersamaJuara",1,POSITIVE
468,Fri Jan 13 00:58:59 +0000 2023,Menteri Investasi/Kepala Badan Koordinasi Penanaman Modal (BKPM) Republik Indonesia Bahlil Lahadalia mengatakan di tahun 2023 ekonomi Indonesia akan mengalami resesi seperti Inggris jika tidak menjaga stabilitas ekonomi.\n#JagaEkonomiRI https://t.co/Xf6U4XoIlp,-1,NEGATIVE
469,Fri Jan 13 01:09:26 +0000 2023,Presiden Joko Widodo (Jokowi) mengungkapkan keadaan genting menghantui ekonomi dunia di tahun 2023. Sebanyak 70 negara dihantui resesi. https://t.co/76mMfnoOQ6,-1,NEGATIVE
470,Fri Jan 13 07:02:25 +0000 2023,Inflasi Jadi Tantangan Utama Kebijakan Fiskal 2023\n\n#apbn #fiskal #ekonomi #resesi\n\nhttps://t.co/Dv6nyeWAtx,-1,NEGATIVE
471,Fri Jan 13 00:53:32 +0000 2023,Saatnya Info Terkini di #SEMPAG :\n- Bappeda DIY Siapkan Tempat Bagi Pelaku UMKM di Exit Tol Wilayah Sleman\n- Komnas HAM apresiasi sikap Presiden akui 12 pelanggaran HAM berat\n- IMF Prediksi Sepertiga Ekonomi Dunia Resesi di 2023\n\nStreaming: \nhttps://t.co/wDaw4OR6UJ,1,POSITIVE
472,Fri Jan 13 06:37:25 +0000 2023,"Gubernur Jawa Barat Ridwan Kamil mengajak semua warga untuk optimistis menghadapi beragam tantangan di 2023, termasuk ancaman resesi ekonomi.\n#BersamaJuara",1,POSITIVE
473,Fri Jan 13 04:03:13 +0000 2023,"Ekonomi RI 2023, Aman dari Resesi Tapi Terancam Stagflasi https://t.co/tuNCyCzuoV",-1,NEGATIVE
474,Fri Jan 13 09:01:56 +0000 2023,"Resesi 2023 bukan sebuah kehancuran, tapi dengan pikiran positif untuk kita terus yakin dapat meningkatkan ekonomi\nKetua Kadin #arsjadrasjid #ekonomi #inklusifkolaboratif",1,POSITIVE
475,Fri Jan 13 09:14:24 +0000 2023,Bersama sama mari kita hadapi resesi 2023 dengan optimis\n#arsjadrasjid\nKetua Kadin\n#ekonomi\n#inklusifkolaboratif\nhttps://t.co/d0vujp8mq8,1,POSITIVE
476,Fri Jan 13 08:04:17 +0000 2023,"Ketua Kamar Dagang dan Industri (KADIN) Indonesia, Arsjad Rasjid membeberkan sejumlah strategi untuk memperkuat perekonomian Indonesia dalam menghadapi ancaman gejolak perekonomian global.\n\n#arsjadrasjid\n#ekonomi\n#inklusifkolaboratif https://t.co/sb63XUm1Fe",1,POSITIVE
477,Fri Jan 13 07:08:26 +0000 2023,"7 Bisnis Online Tahun 2023, Penghasil Banyak Cuan!\nSiapkan diri menghadapi resesi ekonomi tahun 2023 dengan mulai bisnis online ini\n\nBaca artikel selengkapnya di laman BekelSego!\n#bekelsego\n#bisnisonline\n#bisnisdigital\n#freelance https://t.co/CYfOE3XtBx",1,POSITIVE
479,Thu Jan 12 16:40:19 +0000 2023,Periskop 2023: Dilema Pasang Target Penjualan Kendaraan di Tengah Isu Resesi Ekonomi https://t.co/ZAoggcILX8 https://t.co/IUgqOmntZE,-1,NEGATIVE
482,Fri Jan 13 10:53:02 +0000 2023,"Oleh karena itu, outlook seri UMKM 2023 yang mengusung tema Pemberdayaan UMKM di tengah Ancaman Resesi"" diselenggarakan untuk menyampaikan kondisi sejauh mana pertumbuhan ekonomi global dan domestik tahun ini mempengaruhi kegiatan bisnis para pelaku usaha""",1,POSITIVE
483,Fri Jan 13 05:52:00 +0000 2023,"Hadapi Resesi Ekonomi 2023, Ridwan Kamil Ajak Warga Belanja Produk Lokal dan Kunjungi Wisata Lokal\nhttps://t.co/fLvNdjAZKL.\n#BersamaJuara #RidwanKamil",1,POSITIVE
484,Fri Jan 13 09:06:47 +0000 2023,"Resesi 2023 bukan sebuah kehancuran, tapi dengan pikiran positif untuk kita terus yakin dapat meningkatkan ekonomi\n#arsjadrasjid https://t.co/1xxys9RiLA",1,POSITIVE
487,Fri Jan 13 02:39:02 +0000 2023,Presiden Joko Widodo mengungkapkan keadaan genting menghantui ekonomi dunia di tahun 2023. Sebanyak 70 negara dihantui resesi. https://t.co/bJRFzNsGds,1,POSITIVE
488,Wed Jan 11 06:34:21 +0000 2023,"KEBAL RESESI ! Bos BI prediksi ekonomi RI tumbuh 5,3% pada 2023 https://t.co/8cQNirbgIP",1,POSITIVE
489,Wed Jan 11 02:05:00 +0000 2023,"Ekonomi Indonesia melaju kencang, ancaman resesi 2023 lewat !\n\nMorningg Camer Bu Mega \nNabrak KDRT Binus Diam\nLee Nadine Dicintai Ngulang\n#Jokowi \n#JokowiPresidenku \n#JokowiHebat  \n#NKRIMajuBersamaJokowi \n#PembangunanUntukRakyat\n#PresidenJokowiHebat\n#JokowiMembangunNegeri https://t.co/0SEcYgjsce",1,POSITIVE
490,Wed Jan 11 06:42:37 +0000 2023,"Era kepemimpinan Presiden Jokowi pertumbuhan ekonomi Indonesia melaju kencang, ancaman resesi 2023 di jamin... https://t.co/vPAJykwLP4",1,POSITIVE
491,Wed Jan 11 06:14:04 +0000 2023,"Bank Dunia Pangkas Prospek Ekonomi Global 2023, Resesi di Depan Mata https://t.co/cj5IRJ1t1I",-1,NEGATIVE
493,Wed Jan 11 02:11:01 +0000 2023,"Berdasarkan survei dari LLH Talent Solutions, lebih dari 55% Gen Z jadi mulai khawatir nih sama pekerjaan masa depan mereka apalagi diprediksi tahun 2023 ini akan terjadi resesi ekonomi global😨",-1,NEGATIVE
496,Wed Jan 11 02:42:02 +0000 2023,"Pangkas Proyeksi Ekonomi Jadi 1,7 Persen, Bank Dunia Wanti-Wanti Resesi di 2023 https://t.co/2V5oGlNakS #beritajogja #jogja #jogjaistimewa https://t.co/DVBIduqUPp",-1,NEGATIVE
497,Wed Jan 11 02:58:02 +0000 2023,Bank Dunia Prediksi Ekonomi Global 2023 Mengarah ke Resesi https://t.co/LBS2EODFPc,-1,NEGATIVE
499,Wed Jan 11 05:16:15 +0000 2023,IMM FEB UAD Adakan Dialog Nasional tentang Resesi Ekonomi 2023\n-\nhttps://t.co/1lZVXh3PQM\n-\n#universitasahmaddahlan #weareuad #uadjogja #uad #yukkuliahdiuad #muhammadiyah #islamberkemajuan #mahasiswauad #daftaruad #dahlanmuda,1,POSITIVE
501,Wed Jan 11 06:17:07 +0000 2023,"Pertumbuhan ekonomi dunia diperkirakan akan melambat ‘hampir mendekati’ resesi pada tahun 2023 ini, kata Bank Dunia, Selasa (10/1/2023). Bank Dunia memangkas perkiraan pertumbuhan ekonomi tahun 2023 ke tingkat yang tertatih-tatih di ambang resesi bagi… https://t.co/DoipVWd7FZ",-1,NEGATIVE
504,Wed Jan 11 06:31:14 +0000 2023,"Ekonomi Indonesia melaju kencang, ancaman resesi 2023 lewat ! Morningg Camer Bu Mega Nabrak KDRT Binus Diam Lee Nadine Dicintai Ngulang #Jokowi #JokowiPresidenku #JokowiHebat #NKRIMajuBersamaJokowi #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri https://t.co/ohTLUP74xp",1,POSITIVE
505,Wed Jan 11 03:56:02 +0000 2023,Bank Dunia Ingatkan Ekonomi Global Mengarah ke Resesi Tahun 2023\n\nhttps://t.co/DJlsq5lIXW,-1,NEGATIVE
506,Wed Jan 11 04:24:35 +0000 2023,"Suram Resesi Kian Dekat, Bank Dunia Pangkas Ramalan Ekonomi Global 2023 jadi 1,7 Persen https://t.co/j5srJmfZ2w",-1,NEGATIVE
508,Mon Jan 09 04:06:21 +0000 2023,"[WEBINAR KWU HMIT ITS]\n\nHai, Generasi Pionir! 🙌\n\nKami kembali dengan info update terbaru. Yuk, cek infonya berikut ini!\n\nHaloo sobat youngpreneur!🙋‍♂🙋🏼‍♀\n\nApa kalian tau 2023 nanti diprediksi akan ada dampak resesi ekonomi global yang berkepanjangan??😱😱 https://t.co/oBhBWuO1ry",1,POSITIVE
509,Mon Jan 09 06:12:28 +0000 2023,Sri Mulyani pastikan pastikan Indonesia tidak kejeblos jurang resesi ekonomi 2023 #IndonesiaTanpaResesi #EkonomiIndonesia https://t.co/eqJWeKNTZt,1,POSITIVE
510,Mon Jan 09 01:33:47 +0000 2023,"Resesi global mengancam tahun 2023 sebagaimana diprediksi Dana Moneter Internasional. Kebijakan fiskal yang tepat sangat diperlukan. Seperti apa strateginya, Menteri Keuangan Sri Mulyani pun buka-bukaan di awal tahun.\n\nhttps://t.co/uZlU00NLkc\n\n #Ekonomi #AdadiKompas",-1,NEGATIVE
511,Mon Jan 09 01:15:00 +0000 2023,Ganjar Berikan Tips Agar Ekonomi Indonesia Stabil Saat Resesi 2023.\n\n#ganjarpranowo\n#ganjar_pranowo\n#ganjarkita\n#ganjaruntukindonesia\n#sahabatganjar\n#relawanganjar\n#capres2024\n#ganjarpranowofor2024\n#GanjarPilihanRakyat\n#GanjarHebat\n#GanjarAmanah\n#GanjarBertanggungjawab https://t.co/ptm3ENU2eF,1,POSITIVE
512,Mon Jan 09 05:43:31 +0000 2023,Sri Mulyani: Indonesia Perlu Waspada Resesi dan Perubahan Iklim Ancam Ekonomi Global 2023 https://t.co/5GKscZ4cVv,1,POSITIVE
513,Mon Jan 09 00:24:34 +0000 2023,Para pemodal di bursa saham disarankan untuk tidak patah arang lantaran sentimen negatif dari proyeksi resesi ekonomi global 2023. Masih ada potensi panen raya cuan di saham-saham dengan valuasi fundamental murah dan secara teknikal rendah. Pada… https://t.co/8v3zPEjaqP,1,POSITIVE
514,Mon Jan 09 01:00:04 +0000 2023,Pemerintah optimistis Indonesia tidak terdampak jika resesi ekonomi global 2023.\n\n#DukungPerppuCiptaKerja https://t.co/pRVM5vT4gg,1,POSITIVE
515,Mon Jan 09 01:24:36 +0000 2023,"Pemerintah memastikan tahun 2023 Indonesia tidak terkena resesi, karena pemulihan ekonomi akan terus berlanjut.\n#DukungPerppuCiptaKerja https://t.co/HnmR1N30vE",1,POSITIVE
516,Mon Jan 09 00:11:34 +0000 2023,"Menkeu Sri Mulyani Indrawati optimistis Indonesia tidak termasuk salah satu dari sepertiga negara di dunia yg diperkirakan mengalami resesi ekonomi pada 2023.\nSebab pemulihan ekonomi Indonesia hingga kuartal III/2022 cukup kuat, mencatatkan pertumbuhan sebesar 5,72 persen (yoy) https://t.co/oM6Z1ph3sm",1,POSITIVE
517,Mon Jan 09 07:14:26 +0000 2023,"Dalam Siklus Ekonomi"" kondisi depresi didahului sebelumnya dgn kondisi resesi. Akankah thn 2023 ini dunia (termasuk Indonesia) terjadi resesi &amp",1,POSITIVE
518,Mon Jan 09 06:56:26 +0000 2023,"Memasuki 2023, ancaman badai resesi tengah menghantui ekonomi global. Namun, di tengah ancaman tersebut, harga emas justru digadang-gadang bakal melonjak dengan kisaran Rp 1,5-1,6 juta per gram. https://t.co/lWe4q4F84d",1,POSITIVE
519,Mon Jan 09 02:07:34 +0000 2023,Ganjar Berikan Tips Agar Ekonomi Indonesia Stabil Saat Resesi 2023\n\n#ganjarpranowo\n#ganjar_pranowo\n#ganjarkita\n#ganjaruntukindonesia\n#sahabatganjar\n#relawanganjar\n#capres2024\n#ganjarpranowofor2024\n#GanjarPilihanRakyat\n#GanjarHebat\n#GanjarAmanah\n#GanjarBertanggungjawab https://t.co/zpchEbgxYc,1,POSITIVE
520,Mon Jan 09 01:00:00 +0000 2023,Pemulihan ekonomi yang terus menguat menjadi bukti kemungkinan Indonesia terkena resesi 2023 mengecil #DukungPerppuCiptaKerja https://t.co/qW59lovnpi,1,POSITIVE
521,Mon Jan 09 03:35:40 +0000 2023,"Alhamdulillaah buhul-buhul sihir iblis (media &amp; tokoh jelmaan) sudah banyak memudar.\n\nPuncak ketakutan, kecemasan, angkara murka sudah dilewati dengan cukup santun. Hindari akun2 penebar Resesi Ekonomi, Bencana Alam, Defisit Pangan dll\n\nMari songsong 2023 dgn penuh Optimisme 😇 https://t.co/2aZumZrW4C",1,POSITIVE
522,Mon Jan 09 01:00:01 +0000 2023,Pemerintah kembali memastikan indonesia pada tahun 2023 tidak akan terkena resesi dikarenakan pemulihan ekonomi tanah air terus menguat\n #DukungPerppuCiptaKerja https://t.co/z5zuMmxiPo,1,POSITIVE
524,Mon Jan 09 02:37:33 +0000 2023,"Hadapi ancaman resesi ekonomi 2023 mendatang dengan buka usaha yang anti resesi. Bukan produk musiman jadi terjamin laris walau kondisi ekonomi kurang stabil. ✅ Mudah jalanin usahanya ✅ Enak rasa produknya ✅ Murah harga paketnya selain itu, tim… https://t.co/Z6hHoOnDT8",1,POSITIVE
527,Mon Jan 09 01:01:19 +0000 2023,Pemerintah kembali memastikan Indonesia tidak akan terkena resesi pada 2023 ini. Pemulihan ekonomi Tanah Air sejak tahun lalu terus menguat hingga kuartal ketiga 2022. bismillah yuk bisa yuk jangan sampe turun drastis\n#DukungPerppuCiptaKerja https://t.co/TLaDWsLhvf,1,POSITIVE
528,Thu Jan 05 09:01:36 +0000 2023,"Dunia Terancam Resesi, Ini Ramalan Indef untuk Ekonomi RI 2023 https://t.co/M2bLskC6D9",-1,NEGATIVE
529,Thu Jan 05 12:49:59 +0000 2023,2023 plis mau bikin saya nangis sampe air mata ny abis mau sampe jadi lautan gapapa.. asal jangan sampe resesi ekonomi keluarga,1,POSITIVE
530,Thu Jan 05 12:30:46 +0000 2023,IMF Prediksi 2023 Terjadi Resesi Global dan Ada Negara Besar Akan Alami Periode Ekonomi Tergelap https://t.co/CAOEpVelL8,-1,NEGATIVE
531,Thu Jan 05 04:36:19 +0000 2023,"Katanya optimis ekonomi tumbuh 5,3% sd 5,9% di 2023, tapi saat rilis Perppu alasannya krn bersifat mendesak, mengingat perekonomian Indonesia akan menghadapi ancaman resesi global dan ketidakpastian yang masih sangat tinggi, rezim suka2 nih 😴 https://t.co/R6218Axatl",-1,NEGATIVE
532,Fri Jan 06 03:11:48 +0000 2023,"Banyak Ramalan Terbukti Terjadi di Tahun 2022, Hard Gumay Prediksi Presiden 2024 Tubuh Gempal dan 2023 Tidak ada Resesi Ekonomi https://t.co/QellBXIbSK lewat @WartaKepri.co.id",1,POSITIVE
533,Fri Jan 06 13:01:26 +0000 2023,"Tahun 2023 harga komoditas akan ditekan turun sampai misi the Fed tercapai yaitu angka inflasi turun. Faktor pemberat komoditas antara lain central banks agresif melakukan pengetatan moneter , Inverted yield curves indikator terjadinya resesi, ekonomi global yang tumbuh melambat https://t.co/VcW2wSKMeO",-1,NEGATIVE
534,Thu Jan 05 11:22:42 +0000 2023,"IHSG ditutup melemah pada zona merah. Berdasarkan risalah FOMC bulan Desember, The Fed akan terus melakukan kebijakan hawkish dengan menaikan suku bunga pada pertemuan FOMC ke depan. Direktur pelaksana IMF memproyeksikan, 1/3 ekonomi global akan mengalami resesi pada 2023. https://t.co/uaaem0t2dX",-1,NEGATIVE
535,Fri Jan 06 09:11:10 +0000 2023,"Money Story: Resesi Ekonomi 2023, Lebih Baik Menabung atau Investasi? https://t.co/oGg550LRLQ",1,POSITIVE
536,Fri Jan 06 14:35:33 +0000 2023,"Saat dunia diprediksi akan mengalami resesi di tahun 2023, Indonesia hanya akan mengalami perlambatan ekonomi. https://t.co/nswgffBeLs",1,POSITIVE
537,Fri Jan 06 07:55:14 +0000 2023,@SmgMenfess2 Coba bahas resesi ekonomi global 2023 atau ketegangan geopolitik,1,POSITIVE
538,Fri Jan 06 01:15:43 +0000 2023,"apa iya? cape liat berita resesi mulu yg lewat tl\n\nTak Cuma Resesi IMF, 15 Ramalan Suram Ekonomi Dunia 2023\n\nhttps://t.co/K4lpO3SVTw",1,POSITIVE
539,Fri Jan 06 00:01:25 +0000 2023,"Di tengah ancaman resesi global di tahun 2023 ini, pemerintah masih mensubsidi Pertalite dan Solar.\n\nSubsidi ini merupakan upaya dari pemerintah dalam membantu ekonomi masyarakat.\n@erickthohir \n#BangkitBersamaET https://t.co/qpha8bseWU",1,POSITIVE
540,Fri Jan 06 04:56:04 +0000 2023,"Banyak Ramalan Terbukti Terjadi di Tahun 2022, Hard Gumay Prediksi Presiden 2024 Tubuh Gempal dan 2023 Tidak ada Resesi Ekonomi =&gt; https://t.co/FSNE8hH4Lm.",1,POSITIVE
541,Fri Jan 06 07:55:54 +0000 2023,"minat??? tau kan harus hubungi siapa... 🤪\n_\nMasa resesi, depressi ekonomi di tahun 1998, 2008 menghasilkan banyak billionaire, 2023 waktu nya ANDA\n\nselamat bergabung di Road to Billionaire solo 14 januari 2023\nhttps://t.co/nMgQ9yvVIw https://t.co/EgsaBcNQ0I",1,POSITIVE
542,Thu Jan 05 11:27:01 +0000 2023,"Resesi 2023, bener nggak ya? Di tengah keadaan ekonomi, sadar gak kalo kita kadang mengeluarkan uang hanya untuk makanan yang terlihat enak saja tanpa melihat kualitasnya?\n\nPadahal kita bisa menghemat biaya makanan dan jadi lebih sehat dengan cara membawa bekal dari rumah 👀 👇",1,POSITIVE
543,Fri Jan 06 02:57:04 +0000 2023,"Dunia Terancam Resesi, Berikut Ramalan Ekonom Indef untuk Ekonomi Indonesia 2023 https://t.co/oAnnfikzXw #EkonomIndef #Ekonomi #EkonomiGlobal #EkonomiIndonesia #INDEF https://t.co/UkZ6f2Z0jc",-1,NEGATIVE
545,Fri Jan 06 01:25:04 +0000 2023,"Tidak Akan Resesi, RI Hanya akan Alami Turbulensi Ekonomi di 2023 https://t.co/9BUx0W4xfc",1,POSITIVE
546,Thu Jan 05 04:32:41 +0000 2023,"Per Selasa, 3 Januari 2023 harga BBM non subsidi turun..👏👏👏\n\n 👉bukti BUMN hadir di tengah ancaman resesi. \n\nPemerintah membantu masyarakat karena pemerintah peduli terhadap ekonomi masyarakat.\n\n@erickthohir \n#BangkitBersamaET https://t.co/uaK3iIUI6z",1,POSITIVE
547,Fri Jan 06 00:45:33 +0000 2023,"Tak Cuma Resesi IMF, 15 Ramalan Suram Ekonomi Dunia 2023 https://t.co/YAusRQtKpg",-1,NEGATIVE
548,Sat Dec 31 18:53:59 +0000 2022,"Pertumbuhan ekonomi Indonesia pada tahun 2023 diproyeksikan akan dapat mengarungi ancaman resesi global dengan baik dengan pertumbuhan sekitar 4,5–5,3 persen pada 2023 (mengutip Gubernur BI Perry Warjiyo).",1,POSITIVE
549,Sat Dec 31 07:30:47 +0000 2022,"5 Ramalan Ekonomi 2023, Resesi sampai Bangkrut Massal https://t.co/nC4GMjHiwO",-1,NEGATIVE
550,Sat Dec 31 07:25:26 +0000 2022,Presiden  Joko widodo pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/yG3m6W4K6w,1,POSITIVE
