,content,score,Label,cleansing,normalized,Tokenization,Stopword_Removal,Stemmed
205,"saya menyesal download aplikasi ini, ini aplikasi gak niat jualan dan harganya mahal.",1,Negatif,saya menyesal download aplikasi ini  ini aplikasi gak niat jualan dan harganya mahal ,saya menyesal download aplikasi ini ini aplikasi tidak niat jualan dan harganya mahal,"['saya', 'menyesal', 'download', 'aplikasi', 'ini', 'ini', 'aplikasi', 'tidak', 'niat', 'jualan', 'dan', 'harganya', 'mahal']","['menyesal', 'download', 'aplikasi', 'aplikasi', 'niat', 'jualan', 'harganya', 'mahal']",sesal download aplikasi aplikasi niat jual harga mahal
206,"harganya mahal mahal, lebih baik beli di agen",1,Negatif,harganya mahal mahal  lebih baik beli di agen,harganya mahal mahal lebih baik beli di agen,"['harganya', 'mahal', 'mahal', 'lebih', 'baik', 'beli', 'di', 'agen']","['harganya', 'mahal', 'mahal', 'beli', 'agen']",harga mahal mahal beli agen
207,"mantabb nih harganya murah, barangnya berkualitas, sangat membantu pemilik warung",5,Positif,mantabb nih harganya murah  barangnya berkualitas  sangat membantu pemilik warung,mantabb ini harganya murah barangnya berkualitas sangat membantu pemilik warung,"['mantabb', 'ini', 'harganya', 'murah', 'barangnya', 'berkualitas', 'sangat', 'membantu', 'pemilik', 'warung']","['mantabb', 'harganya', 'murah', 'barangnya', 'berkualitas', 'membantu', 'pemilik', 'warung']",mantabb harga murah barang kualitas bantu milik warung
208,aplikasinya lemot dan verifikasinya juga lama.buang buang kuota internet aja.,1,Negatif,aplikasinya lemot dan verifikasinya juga lama buang buang kuota internet aja ,aplikasinya lambat berfikir dan verifikasinya juga lama buang buang kuota internet saja,"['aplikasinya', 'lambat', 'berfikir', 'dan', 'verifikasinya', 'juga', 'lama', 'buang', 'buang', 'kuota', 'internet', 'saja']","['aplikasinya', 'lambat', 'berfikir', 'verifikasinya', 'buang', 'buang', 'kuota', 'internet']",aplikasi lambat berfikir verifikasi buang buang kuota internet
209,aplikasi yang sangat membantu,5,Positif,aplikasi yang sangat membantu,aplikasi yang sangat membantu,"['aplikasi', 'yang', 'sangat', 'membantu']","['aplikasi', 'membantu']",aplikasi bantu
210,pengalaman saya mengenal wahyu luar biasa sangat membantu saya balesnya pinter2 baik2 terima kasih banyak wahyu smoga semakin sukses kalian punya sales yg luar biasa sabar,5,Positif,pengalaman saya mengenal wahyu luar biasa sangat membantu saya balesnya pinter  baik  terima kasih banyak wahyu smoga semakin sukses kalian punya sales yg luar biasa sabar,pengalaman saya mengenal wahyu luar biasa sangat membantu saya balesnya pinter baik terima kasih banyak wahyu smoga semakin sukses kalian punya sales yang luar biasa sabar,"['pengalaman', 'saya', 'mengenal', 'wahyu', 'luar', 'biasa', 'sangat', 'membantu', 'saya', 'balesnya', 'pinter', 'baik', 'terima', 'kasih', 'banyak', 'wahyu', 'smoga', 'semakin', 'sukses', 'kalian', 'punya', 'sales', 'yang', 'luar', 'biasa', 'sabar']","['pengalaman', 'mengenal', 'wahyu', 'membantu', 'balesnya', 'pinter', 'terima', 'kasih', 'wahyu', 'smoga', 'sukses', 'sales', 'sabar']",alam kenal wahyu bantu balesnya pinter terima kasih wahyu smoga sukses sales sabar
211,luar biasa,5,Positif,luar biasa,luar biasa,"['luar', 'biasa']",[],
212,belum coba belanja... tapi saya lihat menu nya kurang komplit 😁 apa karena masih hari raya idul fitri,4,Positif,belum coba belanja  tapi saya lihat menu nya kurang komplit apa karena masih hari raya idul fitri,belum coba belanja tapi saya lihat menu nya kurang komplit apa karena masih hari raya idul fitri,"['belum', 'coba', 'belanja', 'tapi', 'saya', 'lihat', 'menu', 'nya', 'kurang', 'komplit', 'apa', 'karena', 'masih', 'hari', 'raya', 'idul', 'fitri']","['coba', 'belanja', 'lihat', 'menu', 'nya', 'komplit', 'raya', 'idul', 'fitri']",coba belanja lihat menu nya komplit raya idul fitri
213,ga bisa daerah ciracas parah lah,2,Negatif,ga bisa daerah ciracas parah lah,tidak bisa daerah ciracas parah lah,"['tidak', 'bisa', 'daerah', 'ciracas', 'parah', 'lah']","['daerah', 'ciracas', 'parah']",daerah ciracas parah
214,good. belanja kapan saja dan diantar dengan baik. semua pelayanan sangan profesional. mari belanja di wahyoo. sangat rekomendet dan nyaman buat belanja disini.🙂,5,Positif,good  belanja kapan saja dan diantar dengan baik  semua pelayanan sangan profesional  mari belanja di wahyoo  sangat rekomendet dan nyaman buat belanja disini ,bagus belanja kapan saja dan diantar dengan baik semua pelayanan sangan profesional mari belanja di wahyoo sangat rekomendet dan nyaman buat belanja disini,"['bagus', 'belanja', 'kapan', 'saja', 'dan', 'diantar', 'dengan', 'baik', 'semua', 'pelayanan', 'sangan', 'profesional', 'mari', 'belanja', 'di', 'wahyoo', 'sangat', 'rekomendet', 'dan', 'nyaman', 'buat', 'belanja', 'disini']","['bagus', 'belanja', 'diantar', 'pelayanan', 'sangan', 'profesional', 'mari', 'belanja', 'wahyoo', 'rekomendet', 'nyaman', 'belanja']",bagus belanja antar layan sangan profesional mari belanja wahyoo rekomendet nyaman belanja
215,"ada sales yg menawarkan kerjasama ayam goreng,mereka menyediakan peralatannya.tp pas di survey hrs menyerahkan uang 500rb kpd surveyornya.br setelah itu di proses",5,Positif,ada sales yg menawarkan kerjasama ayam goreng mereka menyediakan peralatannya tp pas di survey hrs menyerahkan uang    rb kpd surveyornya br setelah itu di proses,ada sales yang menawarkan kerjasama ayam goreng mereka menyediakan peralatannya tapi pas di survey harus menyerahkan uang rb kepada surveyornya baru setelah itu di proses,"['ada', 'sales', 'yang', 'menawarkan', 'kerjasama', 'ayam', 'goreng', 'mereka', 'menyediakan', 'peralatannya', 'tapi', 'pas', 'di', 'survey', 'harus', 'menyerahkan', 'uang', 'rb', 'kepada', 'surveyornya', 'baru', 'setelah', 'itu', 'di', 'proses']","['sales', 'menawarkan', 'kerjasama', 'ayam', 'goreng', 'menyediakan', 'peralatannya', 'pas', 'survey', 'menyerahkan', 'uang', 'rb', 'surveyornya', 'proses']",sales tawar kerjasama ayam goreng sedia alat pas survey serah uang rb surveyornya proses
216,terima kasih wahyoo disaat lagi ke adaan poldemik covid kau memberi kami rejeki orderan nasi bungkus untuk rantang hati...semoga kau selalu jaya dan tambah sukses ..pokoke ok banget😘😘😘😘👍👍👍👍,5,Positif,terima kasih wahyoo disaat lagi ke adaan poldemik covid kau memberi kami rejeki orderan nasi bungkus untuk rantang hati semoga kau selalu jaya dan tambah sukses  pokoke ok banget,terima kasih wahyoo disaat lagi ke adaan poldemik covid kamu memberi kami rezeki orderan nasi bungkus untuk rantang hati semoga kamu selalu jaya dan tambah sukses pokoke ok banget,"['terima', 'kasih', 'wahyoo', 'disaat', 'lagi', 'ke', 'adaan', 'poldemik', 'covid', 'kamu', 'memberi', 'kami', 'rezeki', 'orderan', 'nasi', 'bungkus', 'untuk', 'rantang', 'hati', 'semoga', 'kamu', 'selalu', 'jaya', 'dan', 'tambah', 'sukses', 'pokoke', 'ok', 'banget']","['terima', 'kasih', 'wahyoo', 'disaat', 'adaan', 'poldemik', 'covid', 'rezeki', 'orderan', 'nasi', 'bungkus', 'rantang', 'hati', 'semoga', 'jaya', 'sukses', 'pokoke', 'ok', 'banget']",terima kasih wahyoo saat ada poldemik covid rezeki order nasi bungkus rantang hati moga jaya sukses pokoke ok banget
217,"ngabisin kuota aja, ternyata hanya untuk usaha warung makan kata online chatnya diaplikasi ini, buat para pengguna jgn download aplikasi kalau bukan usaha warung makan, warung klontong, eceran dll ga bisa, ngabisin kuota aja.",1,Negatif,ngabisin kuota aja  ternyata hanya untuk usaha warung makan kata online chatnya diaplikasi ini  buat para pengguna jgn download aplikasi kalau bukan usaha warung makan  warung klontong  eceran dll ga bisa  ngabisin kuota aja ,ngabisin kuota saja ternyata hanya untuk usaha warung makan kata online chatnya diaplikasi ini buat para pengguna jangan download aplikasi kalau bukan usaha warung makan warung klontong eceran dan lain-lain tidak bisa ngabisin kuota saja,"['ngabisin', 'kuota', 'saja', 'ternyata', 'hanya', 'untuk', 'usaha', 'warung', 'makan', 'kata', 'online', 'chatnya', 'diaplikasi', 'ini', 'buat', 'para', 'pengguna', 'jangan', 'download', 'aplikasi', 'kalau', 'bukan', 'usaha', 'warung', 'makan', 'warung', 'klontong', 'eceran', 'dan', 'lain', 'lain', 'tidak', 'bisa', 'ngabisin', 'kuota', 'saja']","['ngabisin', 'kuota', 'usaha', 'warung', 'makan', 'online', 'chatnya', 'diaplikasi', 'pengguna', 'download', 'aplikasi', 'usaha', 'warung', 'makan', 'warung', 'klontong', 'eceran', 'ngabisin', 'kuota']",ngabisin kuota usaha warung makan online chatnya aplikasi guna download aplikasi usaha warung makan warung klontong ecer ngabisin kuota
218,aplikasinya mantabbb salesnya pun ramah,5,Positif,aplikasinya mantabb salesnya pun ramah,aplikasinya mantabb salesnya pun ramah,"['aplikasinya', 'mantabb', 'salesnya', 'pun', 'ramah']","['aplikasinya', 'mantabb', 'salesnya', 'ramah']",aplikasi mantabb salesnya ramah
220,sales ali...,5,Positif,sales ali ,sales ali,"['sales', 'ali']","['sales', 'ali']",sales ali
222,"eror, gk bisa masuk, gimana nih admin, kok buat aplikasinya gak bisa masuk, buat pelanggan kesal.",1,Negatif,eror  gk bisa masuk  gimana nih admin  kok buat aplikasinya gak bisa masuk  buat pelanggan kesal ,eror tidak bisa masuk bagaimana ini admin kok buat aplikasinya tidak bisa masuk buat pelanggan kesal,"['eror', 'tidak', 'bisa', 'masuk', 'bagaimana', 'ini', 'admin', 'kok', 'buat', 'aplikasinya', 'tidak', 'bisa', 'masuk', 'buat', 'pelanggan', 'kesal']","['eror', 'masuk', 'admin', 'aplikasinya', 'masuk', 'pelanggan', 'kesal']",eror masuk admin aplikasi masuk langgan kesal
223,ga bs daftar server eror,1,Negatif,ga bs daftar server eror,tidak bisa daftar server eror,"['tidak', 'bisa', 'daftar', 'server', 'eror']","['daftar', 'server', 'eror']",daftar server eror
224,"sms otp ga nyampe, ga bisa login",5,Positif,sms otp ga nyampe  ga bisa login,sms otp tidak nyampe tidak bisa login,"['sms', 'otp', 'tidak', 'nyampe', 'tidak', 'bisa', 'login']","['sms', 'otp', 'nyampe', 'login']",sms otp nyampe login
225,gimana mo ngasih bintang giliran mo verifikasi no telp server nte erorr,1,Negatif,gimana mo ngasih bintang giliran mo verifikasi no telp server nte erorr,bagaimana mau memberikan bintang giliran mau verifikasi nomor telepon server nte erorr,"['bagaimana', 'mau', 'memberikan', 'bintang', 'giliran', 'mau', 'verifikasi', 'nomor', 'telepon', 'server', 'nte', 'erorr']","['bintang', 'giliran', 'verifikasi', 'nomor', 'telepon', 'server', 'nte', 'erorr']",bintang gilir verifikasi nomor telepon server nte erorr
226,bakso chak pelita ali wahyoo keren..sales ali,5,Positif,bakso chak pelita ali wahyoo keren sales ali,bakso chak pelita ali wahyoo keren sales ali,"['bakso', 'chak', 'pelita', 'ali', 'wahyoo', 'keren', 'sales', 'ali']","['bakso', 'chak', 'pelita', 'ali', 'wahyoo', 'keren', 'sales', 'ali']",bakso chak pelita ali wahyoo keren sales ali
227,bagus sales ali,5,Positif,bagus sales ali,bagus sales ali,"['bagus', 'sales', 'ali']","['bagus', 'sales', 'ali']",bagus sales ali
228,di coba dulu ya,3,Negatif,di coba dulu ya,di coba dulu iya,"['di', 'coba', 'dulu', 'iya']","['coba', 'iya']",coba iya
229,"download udah,,pembaharuan udah,tpi ko susah bngt ga bs d buka2,,gmn saya bisa belanja,,udah lah mnding d hapus saja,,trima kasih wahyoo atas kerja samanya",1,Negatif,download udah  pembaharuan udah tpi ko susah bngt ga bs d buka   gmn saya bisa belanja  udah lah mnding d hapus saja  trima kasih wahyoo atas kerja samanya,download sudah pembaharuan sudah tapi ko susah bngt tidak bisa di buka bagaimana saya bisa belanja sudah lah mnding di hapus saja terima kasih kasih wahyoo atas kerja samanya,"['download', 'sudah', 'pembaharuan', 'sudah', 'tapi', 'ko', 'susah', 'bngt', 'tidak', 'bisa', 'di', 'buka', 'bagaimana', 'saya', 'bisa', 'belanja', 'sudah', 'lah', 'mnding', 'di', 'hapus', 'saja', 'terima', 'kasih', 'kasih', 'wahyoo', 'atas', 'kerja', 'samanya']","['download', 'pembaharuan', 'ko', 'susah', 'bngt', 'buka', 'belanja', 'mnding', 'hapus', 'terima', 'kasih', 'kasih', 'wahyoo', 'kerja', 'samanya']",download baharu ko susah bngt buka belanja mnding hapus terima kasih kasih wahyoo kerja sama
230,banyak voucer belanja mantul pokoe mas mbakyu,5,Positif,banyak voucer belanja mantul pokoe mas mbakyu,banyak voucer belanja mantul pokoe mas mbakyu,"['banyak', 'voucer', 'belanja', 'mantul', 'pokoe', 'mas', 'mbakyu']","['voucer', 'belanja', 'mantul', 'pokoe', 'mas', 'mbakyu']",voucer belanja mantul pokoe mas mbakyu
231,"aplikasi masih di 2,8blom bisa masuk nih",5,Positif,aplikasi masih di    blom bisa masuk nih,aplikasi masih di blom bisa masuk ini,"['aplikasi', 'masih', 'di', 'blom', 'bisa', 'masuk', 'ini']","['aplikasi', 'blom', 'masuk']",aplikasi blom masuk
232,sangat mudah,5,Positif,sangat mudah,sangat mudah,"['sangat', 'mudah']",['mudah'],mudah
233,mantappp ditunggu bisa di semua daerah min,5,Positif,mantapp ditunggu bisa di semua daerah min,mantapp ditunggu bisa di semua daerah min,"['mantapp', 'ditunggu', 'bisa', 'di', 'semua', 'daerah', 'min']","['mantapp', 'ditunggu', 'daerah', 'min']",mantapp tunggu daerah min
235,dengan adanya wahyoo belanja ngk ribet lagi harga terjangkau diantar dan kurirnya ramah banget,5,Positif,dengan adanya wahyoo belanja ngk ribet lagi harga terjangkau diantar dan kurirnya ramah banget,dengan adanya wahyoo belanja tidak ribet lagi harga terjangkau diantar dan kurirnya ramah banget,"['dengan', 'adanya', 'wahyoo', 'belanja', 'tidak', 'ribet', 'lagi', 'harga', 'terjangkau', 'diantar', 'dan', 'kurirnya', 'ramah', 'banget']","['wahyoo', 'belanja', 'ribet', 'harga', 'terjangkau', 'diantar', 'kurirnya', 'ramah', 'banget']",wahyoo belanja ribet harga jangkau antar kurir ramah banget
237,baru bergabubg sama wahyoo.. produk bagus dan sales ali setiap minggu datang sukses buat wahyoo,5,Positif,baru bergabubg sama wahyoo  produk bagus dan sales ali setiap minggu datang sukses buat wahyoo,baru bergabubg sama wahyoo produk bagus dan sales ali setiap minggu datang sukses buat wahyoo,"['baru', 'bergabubg', 'sama', 'wahyoo', 'produk', 'bagus', 'dan', 'sales', 'ali', 'setiap', 'minggu', 'datang', 'sukses', 'buat', 'wahyoo']","['bergabubg', 'wahyoo', 'produk', 'bagus', 'sales', 'ali', 'minggu', 'sukses', 'wahyoo']",bergabubg wahyoo produk bagus sales ali minggu sukses wahyoo
238,aplikasi bagus dan bermanfaat untuk.kita belanja sales ramah dan sabar ajarin kita aplikasi warung sampai kita bisa mengunakan aplikasi warung..makasih wahyoo,5,Positif,aplikasi bagus dan bermanfaat untuk kita belanja sales ramah dan sabar ajarin kita aplikasi warung sampai kita bisa mengunakan aplikasi warung makasih wahyoo,aplikasi bagus dan bermanfaat untuk kita belanja sales ramah dan sabar ajarin kita aplikasi warung sampai kita bisa mengunakan aplikasi warung terima kasih wahyoo,"['aplikasi', 'bagus', 'dan', 'bermanfaat', 'untuk', 'kita', 'belanja', 'sales', 'ramah', 'dan', 'sabar', 'ajarin', 'kita', 'aplikasi', 'warung', 'sampai', 'kita', 'bisa', 'mengunakan', 'aplikasi', 'warung', 'terima', 'kasih', 'wahyoo']","['aplikasi', 'bagus', 'bermanfaat', 'belanja', 'sales', 'ramah', 'sabar', 'ajarin', 'aplikasi', 'warung', 'mengunakan', 'aplikasi', 'warung', 'terima', 'kasih', 'wahyoo']",aplikasi bagus manfaat belanja sales ramah sabar ajarin aplikasi warung mengunakan aplikasi warung terima kasih wahyoo
239,dari soto dzaky sales bima..ramah dan sopan..maju trs wahyoo,5,Positif,dari soto dzaky sales bima ramah dan sopan maju trs wahyoo,dari soto dzaky sales bima ramah dan sopan maju terus wahyoo,"['dari', 'soto', 'dzaky', 'sales', 'bima', 'ramah', 'dan', 'sopan', 'maju', 'terus', 'wahyoo']","['soto', 'dzaky', 'sales', 'bima', 'ramah', 'sopan', 'maju', 'wahyoo']",soto dzaky sales bima ramah sopan maju wahyoo
240,terima kasih wahyoo untuk pelayanannya,5,Positif,terima kasih wahyoo untuk pelayanannya,terima kasih wahyoo untuk pelayanannya,"['terima', 'kasih', 'wahyoo', 'untuk', 'pelayanannya']","['terima', 'kasih', 'wahyoo', 'pelayanannya']",terima kasih wahyoo layan
241,"terima kasih wahyoo, semakin tambah maju",5,Positif,terima kasih wahyoo  semakin tambah maju,terima kasih wahyoo semakin tambah maju,"['terima', 'kasih', 'wahyoo', 'semakin', 'tambah', 'maju']","['terima', 'kasih', 'wahyoo', 'maju']",terima kasih wahyoo maju
242,"sangat bagus,,, tapi tolong diperbanyak lagi seperti di olahan ikan sama bahan segar sayur sayuran 👍",5,Positif,sangat bagus   tapi tolong diperbanyak lagi seperti di olahan ikan sama bahan segar sayur sayuran,sangat bagus tapi tolong diperbanyak lagi seperti di olahan ikan sama bahan segar sayur sayuran,"['sangat', 'bagus', 'tapi', 'tolong', 'diperbanyak', 'lagi', 'seperti', 'di', 'olahan', 'ikan', 'sama', 'bahan', 'segar', 'sayur', 'sayuran']","['bagus', 'tolong', 'diperbanyak', 'olahan', 'ikan', 'bahan', 'segar', 'sayur', 'sayuran']",bagus tolong banyak olah ikan bahan segar sayur sayur
244,"kalo bukan warung makan bisa gabung ga, cuma warung jajanan biasa kecil-kecilan depan rumah.",3,Negatif,kalo bukan warung makan bisa gabung ga  cuma warung jajanan biasa kecil kecilan depan rumah ,kalau bukan warung makan bisa gabung tidak cuma warung jajanan biasa kecil kecilan depan rumah,"['kalau', 'bukan', 'warung', 'makan', 'bisa', 'gabung', 'tidak', 'cuma', 'warung', 'jajanan', 'biasa', 'kecil', 'kecilan', 'depan', 'rumah']","['warung', 'makan', 'gabung', 'warung', 'jajanan', 'kecilan', 'rumah']",warung makan gabung warung jajan kecil rumah
245,dari mulyasari wahyoo bagus,5,Positif,dari mulyasari wahyoo bagus,dari mulyasari wahyoo bagus,"['dari', 'mulyasari', 'wahyoo', 'bagus']","['mulyasari', 'wahyoo', 'bagus']",mulyasari wahyoo bagus
246,"apk gampang dimengerti, pesanannya cepat di anter, bagi kami bisnis pemula ini sangat membantu usaha kami..terima kasih wahyoo",5,Positif,apk gampang dimengerti  pesanannya cepat di anter  bagi kami bisnis pemula ini sangat membantu usaha kami terima kasih wahyoo,apk gampang dimengerti pesanannya cepat di antar bagi kami bisnis pemula ini sangat membantu usaha kami terima kasih wahyoo,"['apk', 'gampang', 'dimengerti', 'pesanannya', 'cepat', 'di', 'antar', 'bagi', 'kami', 'bisnis', 'pemula', 'ini', 'sangat', 'membantu', 'usaha', 'kami', 'terima', 'kasih', 'wahyoo']","['apk', 'gampang', 'dimengerti', 'pesanannya', 'cepat', 'bisnis', 'pemula', 'membantu', 'usaha', 'terima', 'kasih', 'wahyoo']",apk gampang erti pesan cepat bisnis mula bantu usaha terima kasih wahyoo
247,warteg pool wahyoo asyik,5,Positif,warteg pool wahyoo asyik,warung tegal pool wahyoo asyik,"['warung', 'tegal', 'pool', 'wahyoo', 'asyik']","['warung', 'tegal', 'pool', 'wahyoo', 'asyik']",warung tegal pool wahyoo asyik
248,baik sekali,5,Positif,baik sekali,baik sekali,"['baik', 'sekali']",[],
250,ramah dan bagus sales wahyooo maju trs tapi aplikasi update mulu,5,Positif,ramah dan bagus sales wahyoo maju trs tapi aplikasi update mulu,ramah dan bagus sales wahyoo maju terus tapi aplikasi update melulu,"['ramah', 'dan', 'bagus', 'sales', 'wahyoo', 'maju', 'terus', 'tapi', 'aplikasi', 'update', 'melulu']","['ramah', 'bagus', 'sales', 'wahyoo', 'maju', 'aplikasi', 'update', 'melulu']",ramah bagus sales wahyoo maju aplikasi update melulu
251,bgus sales tyo,5,Positif,bgus sales tyo,bgus sales tyo,"['bgus', 'sales', 'tyo']","['bgus', 'sales', 'tyo']",bgus sales tyo
252,top,5,Positif,top,top,['top'],['top'],top
253,mantap banyakin lgi ya promonya biar blanjanya makin getol,5,Positif,mantap banyakin lgi ya promonya biar blanjanya makin getol,mantap banyakin lagi iya promonya biar blanjanya makin getol,"['mantap', 'banyakin', 'lagi', 'iya', 'promonya', 'biar', 'blanjanya', 'makin', 'getol']","['mantap', 'banyakin', 'iya', 'promonya', 'biar', 'blanjanya', 'getol']",mantap banyakin iya promonya biar blanjanya getol
254,warteg 3 putra bagus dan sales ali ramah dan sopan..dan pengiriman cepat maju trs dan sukses buat wahyooo,5,Positif,warteg   putra bagus dan sales ali ramah dan sopan dan pengiriman cepat maju trs dan sukses buat wahyoo,warung tegal putra bagus dan sales ali ramah dan sopan dan pengiriman cepat maju terus dan sukses buat wahyoo,"['warung', 'tegal', 'putra', 'bagus', 'dan', 'sales', 'ali', 'ramah', 'dan', 'sopan', 'dan', 'pengiriman', 'cepat', 'maju', 'terus', 'dan', 'sukses', 'buat', 'wahyoo']","['warung', 'tegal', 'putra', 'bagus', 'sales', 'ali', 'ramah', 'sopan', 'pengiriman', 'cepat', 'maju', 'sukses', 'wahyoo']",warung tegal putra bagus sales ali ramah sopan kirim cepat maju sukses wahyoo
256,warteg 57 maju trs wahyoo barang nya murah dan pengiriman cepat saya udh berlangganan lama,5,Positif,warteg    maju trs wahyoo barang nya murah dan pengiriman cepat saya udh berlangganan lama,warung tegal maju terus wahyoo barang nya murah dan pengiriman cepat saya sudah berlangganan lama,"['warung', 'tegal', 'maju', 'terus', 'wahyoo', 'barang', 'nya', 'murah', 'dan', 'pengiriman', 'cepat', 'saya', 'sudah', 'berlangganan', 'lama']","['warung', 'tegal', 'maju', 'wahyoo', 'barang', 'nya', 'murah', 'pengiriman', 'cepat', 'berlangganan']",warung tegal maju wahyoo barang nya murah kirim cepat langgan
257,sales nya chinese,5,Positif,sales nya chinese,sales nya chinese,"['sales', 'nya', 'chinese']","['sales', 'nya', 'chinese']",sales nya chinese
258,bakso denkus 88,5,Positif,bakso denkus   ,bakso denkus,"['bakso', 'denkus']","['bakso', 'denkus']",bakso denkus
259,bagus dan mantap wahyooo dan sales wah yoo ramah dan sopan maju trs salam dari warteg zidan,5,Positif,bagus dan mantap wahyoo dan sales wah yoo ramah dan sopan maju trs salam dari warteg zidan,bagus dan mantap wahyoo dan sales wah yoo ramah dan sopan maju terus salam dari warung tegal zidan,"['bagus', 'dan', 'mantap', 'wahyoo', 'dan', 'sales', 'wah', 'yoo', 'ramah', 'dan', 'sopan', 'maju', 'terus', 'salam', 'dari', 'warung', 'tegal', 'zidan']","['bagus', 'mantap', 'wahyoo', 'sales', 'yoo', 'ramah', 'sopan', 'maju', 'salam', 'warung', 'tegal', 'zidan']",bagus mantap wahyoo sales yoo ramah sopan maju salam warung tegal zidan
260,ramah dan bagus..maju terus untuk wahyooo sales nya orng chinese,5,Positif,ramah dan bagus maju terus untuk wahyoo sales nya orng chinese,ramah dan bagus maju terus untuk wahyoo sales nya orng chinese,"['ramah', 'dan', 'bagus', 'maju', 'terus', 'untuk', 'wahyoo', 'sales', 'nya', 'orng', 'chinese']","['ramah', 'bagus', 'maju', 'wahyoo', 'sales', 'nya', 'orng', 'chinese']",ramah bagus maju wahyoo sales nya orng chinese
261,sales ramah ali,5,Positif,sales ramah ali,sales ramah ali,"['sales', 'ramah', 'ali']","['sales', 'ramah', 'ali']",sales ramah ali
262,"sangat membantu ,kalau bisa varian produk lebih banyak",5,Positif,sangat membantu  kalau bisa varian produk lebih banyak,sangat membantu kalau bisa varian produk lebih banyak,"['sangat', 'membantu', 'kalau', 'bisa', 'varian', 'produk', 'lebih', 'banyak']","['membantu', 'varian', 'produk']",bantu varian produk
263,tanjung enim bagus wahyoo,5,Positif,tanjung enim bagus wahyoo,tanjung enim bagus wahyoo,"['tanjung', 'enim', 'bagus', 'wahyoo']","['tanjung', 'enim', 'bagus', 'wahyoo']",tanjung enim bagus wahyoo
264,kenapa tdk bisa verifikasi nomor telepon?,1,Negatif,kenapa tdk bisa verifikasi nomor telepon ,kenapa tidak bisa verifikasi nomor telepon,"['kenapa', 'tidak', 'bisa', 'verifikasi', 'nomor', 'telepon']","['verifikasi', 'nomor', 'telepon']",verifikasi nomor telepon
265,dari warnas mami ika bagus sales ramah,5,Positif,dari warnas mami ika bagus sales ramah,dari warnas mami ika bagus sales ramah,"['dari', 'warnas', 'mami', 'ika', 'bagus', 'sales', 'ramah']","['warnas', 'mami', 'ika', 'bagus', 'sales', 'ramah']",warnas mami ika bagus sales ramah
266,ramah sales wahyoo sales ali,5,Positif,ramah sales wahyoo sales ali,ramah sales wahyoo sales ali,"['ramah', 'sales', 'wahyoo', 'sales', 'ali']","['ramah', 'sales', 'wahyoo', 'sales', 'ali']",ramah sales wahyoo sales ali
267,jg gampang.. praktiss,5,Positif,jg gampang  praktiss,juga gampang praktiss,"['juga', 'gampang', 'praktiss']","['gampang', 'praktiss']",gampang praktiss
268,"kok saya error ya pas masuk apk nya, pas masuk langsung blank (cuma layar item doang udah), mohon diperbaiki",3,Negatif,kok saya error ya pas masuk apk nya  pas masuk langsung blank  cuma layar item doang udah   mohon diperbaiki,kok saya error iya pas masuk apk nya pas masuk langsung blank cuma layar hitam saja sudah mohon diperbaiki,"['kok', 'saya', 'error', 'iya', 'pas', 'masuk', 'apk', 'nya', 'pas', 'masuk', 'langsung', 'blank', 'cuma', 'layar', 'hitam', 'saja', 'sudah', 'mohon', 'diperbaiki']","['error', 'iya', 'pas', 'masuk', 'apk', 'nya', 'pas', 'masuk', 'langsung', 'blank', 'layar', 'hitam', 'mohon', 'diperbaiki']",error iya pas masuk apk nya pas masuk langsung blank layar hitam mohon baik
269,terima kasih mas randy permana sudah diajarkan aplikasi ini sangat bermanfaat.sbelumnya saya kebinggungan bawa2 barang dari pasar.sekarang lebih mudah.sukses wahyoo,5,Positif,terima kasih mas randy permana sudah diajarkan aplikasi ini sangat bermanfaat sbelumnya saya kebinggungan bawa  barang dari pasar sekarang lebih mudah sukses wahyoo,terima kasih mas randy permana sudah diajarkan aplikasi ini sangat bermanfaat sbelumnya saya kebinggungan bawa barang dari pasar sekarang lebih mudah sukses wahyoo,"['terima', 'kasih', 'mas', 'randy', 'permana', 'sudah', 'diajarkan', 'aplikasi', 'ini', 'sangat', 'bermanfaat', 'sbelumnya', 'saya', 'kebinggungan', 'bawa', 'barang', 'dari', 'pasar', 'sekarang', 'lebih', 'mudah', 'sukses', 'wahyoo']","['terima', 'kasih', 'mas', 'randy', 'permana', 'diajarkan', 'aplikasi', 'bermanfaat', 'sbelumnya', 'kebinggungan', 'bawa', 'barang', 'pasar', 'mudah', 'sukses', 'wahyoo']",terima kasih mas randy permana ajar aplikasi manfaat sbelumnya kebinggungan bawa barang pasar mudah sukses wahyoo
270,"pengiriman barang oke, semuanya oke... terimakasih boss",5,Positif,pengiriman barang oke  semuanya oke  terimakasih boss,pengiriman barang oke semuanya oke terimakasih boss,"['pengiriman', 'barang', 'oke', 'semuanya', 'oke', 'terimakasih', 'boss']","['pengiriman', 'barang', 'oke', 'oke', 'terimakasih', 'boss']",kirim barang oke oke terimakasih boss
272,bagus aplikasi nya sales wahyoo ramah dan sopan..,5,Positif,bagus aplikasi nya sales wahyoo ramah dan sopan ,bagus aplikasi nya sales wahyoo ramah dan sopan,"['bagus', 'aplikasi', 'nya', 'sales', 'wahyoo', 'ramah', 'dan', 'sopan']","['bagus', 'aplikasi', 'nya', 'sales', 'wahyoo', 'ramah', 'sopan']",bagus aplikasi nya sales wahyoo ramah sopan
